Country,Partner Organization,longitude,latitude,Landscape #,Household ID,Data entry date,Crop ID,Is Processed,Is Byproduct,ag09_02_1,ag09_03,ag09_03_other,ag09_03_by,ag09_03_by_other,ag09_03_product_name,ag09_04_1,ag09_04_2,ag09_07,ag09_07_2,ag09_05,ag09_06_1,ag09_06_2,ag09_08,ag09_vs_8a,ag09_vs_8b_1,ag09_vs_8b_2,ag09_10,ag09_11
GHA,Ghana Council for Scientific and Industrial Research,-0.510699272155762,5.72800064086914,"L06",7KKdwdFxzG7,2014-09-07T00:00:00Z,11,,,Maize,,,,,,,,,,,,,,,,,,
GHA,Ghana Council for Scientific and Industrial Research,-1.49399948120117,6.55200004577637,"L04",gRQgL3UsPb6,2014-08-24T00:00:00Z,71,,,Banana,,,,,,,,,,,,,,,,,,
GHA,Ghana Council for Scientific and Industrial Research,-2.57799911499023,5.09250068664551,"L05",o1P6K2wcxu7,2015-05-15T00:00:00Z,45,,,Coconut,,,,,,,,,,,,,,,,,,
GHA,Ghana Council for Scientific and Industrial Research,-2.57799911499023,5.09250068664551,"L05",4DD1mGbS2b6,2015-05-15T00:00:00Z,44,,,Palm Oil,,,,,,,,,,,,,,,,,,
GHA,Ghana Council for Scientific and Industrial Research,-2.57799911499023,5.09250068664551,"L05",9avkr7kTx68,2015-03-14T00:00:00Z,45,,,Coconut,other,Coconut oil,,,,270.0,2,270.0,2,1,270.0,2,1800.0,2,,,,
GHA,Ghana Council for Scientific and Industrial Research,-2.57799911499023,5.09250068664551,"L05",o1P6K2wcxu7,2015-05-15T00:00:00Z,56,,,Cocoa,,,,,,,,,,,,,,,,,,
GHA,Ghana Council for Scientific and Industrial Research,-0.510699272155762,5.72800064086914,"L06",nYHDrtr9BkA,2014-09-07T00:00:00Z,75,,,Pineapple,,,,,,,,,,,,,,,,,,
GHA,Ghana Council for Scientific and Industrial Research,-0.510699272155762,5.72800064086914,"L06",W8ZrkDDq8B,2014-09-12T00:00:00Z,44,,,Palm Oil,3,,,,,0.0,,,,,,,,,,,,
GHA,Ghana Council for Scientific and Industrial Research,-2.57799911499023,5.09250068664551,"L05",4DD1mGbS2b6,2015-05-15T00:00:00Z,74 76,,,,,,,,,,,,,,,,,,,,,
GHA,Ghana Council for Scientific and Industrial Research,-1.49399948120117,6.55200004577637,"L04",pKpxx6da5u6,2014-08-28T00:00:00Z,56,,,Cocoa,,,,,,,,,,,,,,,,,,
GHA,Ghana Council for Scientific and Industrial Research,-1.49399948120117,6.55200004577637,"L04",KaNq8vjzJV5,2014-08-19T00:00:00Z,44,,,Palm Oil,,,,,,,,,,,,,,,,,,
GHA,Ghana Council for Scientific and Industrial Research,-0.510699272155762,5.72800064086914,"L06",3262VdP66d2,2014-09-14T00:00:00Z,21,,,Cassava,,,,,,,,,,,,,,,,,,
GHA,Ghana Council for Scientific and Industrial Research,-0.510699272155762,5.72800064086914,"L06",W8ZrkDDq8B,2014-09-12T00:00:00Z,44,,,Palm Oil,,,,,,,,,,,,,,,,,,
GHA,Ghana Council for Scientific and Industrial Research,-0.510699272155762,5.72800064086914,"L06",7KKdwdFxzG7,2014-09-07T00:00:00Z,21,,,Cassava,,,,,,,,,,,,,,,,,,
GHA,Ghana Council for Scientific and Industrial Research,-0.510699272155762,5.72800064086914,"L06",W8ZrkDDq8B,2014-09-12T00:00:00Z,31,,,Beans,,,,,,,,,,,,,,,,,,
GHA,Ghana Council for Scientific and Industrial Research,-0.510699272155762,5.72800064086914,"L06",R24vZdb6HQ7,2014-09-07T00:00:00Z,75,,,Pineapple,,,,,,,,,,,,,,,,,,
GHA,Ghana Council for Scientific and Industrial Research,-0.510699272155762,5.72800064086914,"L06",R24vZdb6HQ7,2014-09-07T00:00:00Z,75,,,Pineapple,,,,,,,,,,,,,,,,,,
GHA,Ghana Council for Scientific and Industrial Research,-1.49399948120117,6.55200004577637,"L04",KaNq8vjzJV5,2014-08-19T00:00:00Z,11,,,Maize,16,,,,,0.0,,0.0,1,2,,,,,,,2,
GHA,Ghana Council for Scientific and Industrial Research,-1.49399948120117,6.55200004577637,"L04",eze6AQDVxQ4,2014-08-27T00:00:00Z,56,,,Cocoa,,,,,,,,,,,,,,,,,,
GHA,Ghana Council for Scientific and Industrial Research,-0.510699272155762,5.72800064086914,"L06",uVDhbqsgm8B,2014-09-08T00:00:00Z,21,,,Cassava,17,,,,,,,,,,,,,,,,,
GHA,Ghana Council for Scientific and Industrial Research,-1.49399948120117,6.55200004577637,"L04",wbguRJt7c17,2014-09-02T00:00:00Z,56,,,Cocoa,17,,,,,,,,,,,,,,,,,
GHA,Ghana Council for Scientific and Industrial Research,-0.510699272155762,5.72800064086914,"L06",R24vZdb6HQ7,2014-09-07T00:00:00Z,11,,,Maize,,,,,,,,,,,,,,,,,,
GHA,Ghana Council for Scientific and Industrial Research,-1.49399948120117,6.55200004577637,"L04",gRQgL3UsPb6,2014-08-24T00:00:00Z,76,,,Orange,other,Not processed,,,,0.0,,0.0,,2,,,,,,,2,
GHA,Ghana Council for Scientific and Industrial Research,-0.510699272155762,5.72800064086914,"L06",thieXHRj9r7,2014-09-09T00:00:00Z,24,,,Yams,,,,,,,,,,,,,,,,,,
GHA,Ghana Council for Scientific and Industrial Research,-0.510699272155762,5.72800064086914,"L06",7KKdwdFxzG7,2014-09-07T00:00:00Z,44,,,Palm Oil,,,,,,,,,,,,,,,,,,
GHA,Ghana Council for Scientific and Industrial Research,-1.49399948120117,6.55200004577637,"L04",wbguRJt7c17,2014-09-02T00:00:00Z,76,,,Orange,,,,,,,,,,,,,,,,,,
GHA,Ghana Council for Scientific and Industrial Research,-1.49399948120117,6.55200004577637,"L04",wbguRJt7c17,2014-09-02T00:00:00Z,56,,,Cocoa,,,,,,,,,,,,,,,,,,
GHA,Ghana Council for Scientific and Industrial Research,-1.49399948120117,6.55200004577637,"L04",gRQgL3UsPb6,2014-08-24T00:00:00Z,21,,,Cassava,other,Not processed,,,,0.0,,0.0,,2,,,,,,,2,
GHA,Ghana Council for Scientific and Industrial Research,-0.510699272155762,5.72800064086914,"L06",W8ZrkDDq8B,2014-09-12T00:00:00Z,45,,,Coconut,,,,,,,,,,,,,,,,,,
GHA,Ghana Council for Scientific and Industrial Research,-2.57799911499023,5.09250068664551,"L05",o1P6K2wcxu7,2015-05-15T00:00:00Z,21,,,Cassava,,,,,,,,,,,,,,,,,,
GHA,Ghana Council for Scientific and Industrial Research,-1.49399948120117,6.55200004577637,"L04",gRQgL3UsPb6,2014-08-24T00:00:00Z,56,,,Cocoa,17,,,,,0.0,,0.0,,2,,,,,,,2,
GHA,Ghana Council for Scientific and Industrial Research,-0.510699272155762,5.72800064086914,"L06",3262VdP66d2,2014-09-14T00:00:00Z,44,,,Palm Oil,other,Wine,,,,11.0,2,,,2,,,,,,,,
GHA,Ghana Council for Scientific and Industrial Research,-1.49399948120117,6.55200004577637,"L04",KaNq8vjzJV5,2014-08-19T00:00:00Z,71,,,Banana,17,,,,,0.0,,0.0,,2,,,,,,,2,
GHA,Ghana Council for Scientific and Industrial Research,-1.49399948120117,6.55200004577637,"L04",eze6AQDVxQ4,2014-08-27T00:00:00Z,44,,,Palm Oil,,,,,,,,,,,,,,,,,,
GHA,Ghana Council for Scientific and Industrial Research,-0.510699272155762,5.72800064086914,"L06",CTRQQXCQTVB,2014-09-13T00:00:00Z,44 45,,,,,,,,,,,,,,,,,,,,,
GHA,Ghana Council for Scientific and Industrial Research,-2.57799911499023,5.09250068664551,"L05",o1P6K2wcxu7,2015-05-15T00:00:00Z,21,,,Cassava,,,,,,,,,,,,,,,,,,
GHA,Ghana Council for Scientific and Industrial Research,-1.49399948120117,6.55200004577637,"L04",gRQgL3UsPb6,2014-08-24T00:00:00Z,71,,,Banana,other,Not processed,,,,0.0,,0.0,,2,,,,,,,2,
GHA,Ghana Council for Scientific and Industrial Research,-0.510699272155762,5.72800064086914,"L06",LeYiNjAjKi2,2014-09-07T00:00:00Z,21,,,Cassava,,,,,,,,,,,,,,,,,,
GHA,Ghana Council for Scientific and Industrial Research,-1.49399948120117,6.55200004577637,"L04",gRQgL3UsPb6,2014-08-24T00:00:00Z,45,,,Coconut,,,,,,,,,,,,,,,,,,
GHA,Ghana Council for Scientific and Industrial Research,-1.49399948120117,6.55200004577637,"L04",KaNq8vjzJV5,2014-08-19T00:00:00Z,21,,,Cassava,16,,,,,0.0,1,0.0,1,2,,,,,,,2,
GHA,Ghana Council for Scientific and Industrial Research,-1.49399948120117,6.55200004577637,"L04",gRQgL3UsPb6,2014-08-24T00:00:00Z,56,,,Cocoa,,,,,,,,,,,,,,,,,,
GHA,Ghana Council for Scientific and Industrial Research,-0.510699272155762,5.72800064086914,"L06",W8ZrkDDq8B,2014-09-12T00:00:00Z,45,,,Coconut,,,,,,,,,,,,,,,,,,
GHA,Ghana Council for Scientific and Industrial Research,-0.510699272155762,5.72800064086914,"L06",7KKdwdFxzG7,2014-09-07T00:00:00Z,75,,,Pineapple,,,,,,,,,,,,,,,,,,
GHA,Ghana Council for Scientific and Industrial Research,-0.510699272155762,5.72800064086914,"L06",thieXHRj9r7,2014-09-09T00:00:00Z,21,,,Cassava,,,,,,,,,,,,,,,,,,
GHA,Ghana Council for Scientific and Industrial Research,-0.510699272155762,5.72800064086914,"L06",7KKdwdFxzG7,2014-09-07T00:00:00Z,44,,,Palm Oil,,,,,,1500.0,2,,,1,1500.0,2,1800.0,,,,,
GHA,Ghana Council for Scientific and Industrial Research,-0.510699272155762,5.72800064086914,"L06",3262VdP66d2,2014-09-14T00:00:00Z,44,,,Palm Oil,,,,,,,,,,,,,,,,,,
GHA,Ghana Council for Scientific and Industrial Research,-0.510699272155762,5.72800064086914,"L06",CTRQQXCQTVB,2014-09-13T00:00:00Z,21,,,Cassava,,,,,,,,,,,,,,,,,,
GHA,Ghana Council for Scientific and Industrial Research,-1.49399948120117,6.55200004577637,"L04",KaNq8vjzJV5,2014-08-19T00:00:00Z,71,,,Banana,,,,,,,,,,,,,,,,,,
GHA,Ghana Council for Scientific and Industrial Research,-2.57799911499023,5.09250068664551,"L05",4DD1mGbS2b6,2015-05-15T00:00:00Z,44,,,Palm Oil,,,,,,,,,,,,,,,,,,
GHA,Ghana Council for Scientific and Industrial Research,-2.57799911499023,5.09250068664551,"L05",4DD1mGbS2b6,2015-05-15T00:00:00Z,21,,,Cassava,,,,,,,,,,,,,,,,,,
GHA,Ghana Council for Scientific and Industrial Research,-1.49399948120117,6.55200004577637,"L04",KaNq8vjzJV5,2014-08-19T00:00:00Z,44,,,Palm Oil,15,,,,,880.0,2,240.0,2,1,880.0,2,4400.0,2,,,2,
GHA,Ghana Council for Scientific and Industrial Research,-1.49399948120117,6.55200004577637,"L04",KaNq8vjzJV5,2014-08-19T00:00:00Z,21,,,Cassava,,,,,,,,,,,,,,,,,,
GHA,Ghana Council for Scientific and Industrial Research,-1.49399948120117,6.55200004577637,"L04",wbguRJt7c17,2014-09-02T00:00:00Z,44,,,Palm Oil,,,,,,,,,,,,,,,,,,
GHA,Ghana Council for Scientific and Industrial Research,-0.510699272155762,5.72800064086914,"L06",Jsv9PkxATh9,2014-09-10T00:00:00Z,11,,,Maize,,,,,,,,,,,,,,,,,,
GHA,Ghana Council for Scientific and Industrial Research,-0.510699272155762,5.72800064086914,"L06",Jsv9PkxATh9,2014-09-10T00:00:00Z,21,,,Cassava,,,,,,,,,,,,,,,,,,
GHA,Ghana Council for Scientific and Industrial Research,-0.510699272155762,5.72800064086914,"L06",3262VdP66d2,2014-09-14T00:00:00Z,21,,,Cassava,other,Cassava dough,,,,60.0,1,,,2,,,,,,,,
GHA,Ghana Council for Scientific and Industrial Research,-0.510699272155762,5.72800064086914,"L06",uVDhbqsgm8B,2014-09-08T00:00:00Z,11,,,Maize,,,,,,,,,,,,,,,,,,
GHA,Ghana Council for Scientific and Industrial Research,-1.49399948120117,6.55200004577637,"L04",gRQgL3UsPb6,2014-08-24T00:00:00Z,21,,,Cassava,,,,,,,,,,,,,,,,,,
GHA,Ghana Council for Scientific and Industrial Research,-0.510699272155762,5.72800064086914,"L06",7KKdwdFxzG7,2014-09-07T00:00:00Z,11,,,Maize,,,,,,,,,,,,,,,,,,
GHA,Ghana Council for Scientific and Industrial Research,-0.510699272155762,5.72800064086914,"L06",R24vZdb6HQ7,2014-09-07T00:00:00Z,21,,,Cassava,16,,,,,,,,,,,,,,,,,
GHA,Ghana Council for Scientific and Industrial Research,-0.510699272155762,5.72800064086914,"L06",7KKdwdFxzG7,2014-09-07T00:00:00Z,75,,,Pineapple,,,,,,,,,,,,,,,,,,
GHA,Ghana Council for Scientific and Industrial Research,-0.510699272155762,5.72800064086914,"L06",SstK2kLetr6,2014-09-12T00:00:00Z,21,,,Cassava,16,,,,,,,,,2,,,,,,,,
GHA,Ghana Council for Scientific and Industrial Research,-0.510699272155762,5.72800064086914,"L06",7KKdwdFxzG7,2014-09-07T00:00:00Z,21,,,Cassava,,,,,,,,,,,,,,,,,,
GHA,Ghana Council for Scientific and Industrial Research,-1.49399948120117,6.55200004577637,"L04",gRQgL3UsPb6,2014-08-24T00:00:00Z,45,,,Coconut,other,Not processed,,,,0.0,,0.0,,2,,,,,,,2,
GHA,Ghana Council for Scientific and Industrial Research,-0.510699272155762,5.72800064086914,"L06",7KKdwdFxzG7,2014-09-07T00:00:00Z,44,,,Palm Oil,,,,,,,,,,,,,,,,,,
GHA,Ghana Council for Scientific and Industrial Research,-1.49399948120117,6.55200004577637,"L04",pKpxx6da5u6,2014-08-28T00:00:00Z,44,,,Palm Oil,15,,,,,960.0,2,1728.0,1,1,960.0,2,3800.0,2,,,1,400.0
GHA,Ghana Council for Scientific and Industrial Research,-2.57799911499023,5.09250068664551,"L05",o1P6K2wcxu7,2015-05-15T00:00:00Z,56,,,Cocoa,,,,,,,,,,,,,,,,,,
GHA,Ghana Council for Scientific and Industrial Research,-1.49399948120117,6.55200004577637,"L04",KaNq8vjzJV5,2014-08-19T00:00:00Z,11,,,Maize,,,,,,,,,,,,,,,,,,
GHA,Ghana Council for Scientific and Industrial Research,-0.510699272155762,5.72800064086914,"L06",thieXHRj9r7,2014-09-09T00:00:00Z,11,,,Maize,,,,,,,,,,,,,,,,,,
GHA,Ghana Council for Scientific and Industrial Research,-0.510699272155762,5.72800064086914,"L06",SstK2kLetr6,2014-09-12T00:00:00Z,21,,,Cassava,,,,,,,,,,,,,,,,,,
GHA,Ghana Council for Scientific and Industrial Research,-1.49399948120117,6.55200004577637,"L04",pKpxx6da5u6,2014-08-28T00:00:00Z,56,,,Cocoa,,,,,,,,,,,,,,,,,,
GHA,Ghana Council for Scientific and Industrial Research,-1.49399948120117,6.55200004577637,"L04",wbguRJt7c17,2014-09-02T00:00:00Z,44,,,Palm Oil,15,,,,,175.0,2,150.0,2,1,125.0,2,420.0,2,,,2,
